,dbn,school_name,school_type_x,quality_review_rating,progress_rating,achievement_rating,environment_rating,college_and_career_readiness,closing_the_achievement_gap,free_lunch,average_grade_8_english,average_grade_8_math,quality_review_how_interesting,quality_review_how_effective,quality_review_how_well_does,quality_review_how_clearly,quality_review_how_well_do,average_sat_score,zip,advanced_placement_courses,online_ap_courses,postalcode
215,14K071,Juan Morel Campos Secondary School,High School,Developing,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.766,2.09,2.11,Developing,Developing,Developing,Proficient,Proficient,1119,11206,"Chemistry, English Language and Composition, English Literature and Composition, Government and Politics: United States, Spanish Language",N/A,11206
216,14K322,Foundations Academy,High School,Developing,Not Meeting Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,0.722,2.11,2.02,Developing,Developing,Underdeveloped,Developing,Developing,,11206,"Biology, Calculus AB, English Literature and Composition, United States History",N/A,11206
217,14K454,Green School: An Academy for Environmental Careers,High School,Proficient,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.766,2.20,2.07,Developing,Developing,Proficient,Proficient,Proficient,1116,11206,"Calculus AB, World History","Calculus AB, World History",11206
218,14K474,PROGRESS High School for Professional Careers,High School,Developing,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.844,2.22,2.13,Developing,Developing,Proficient,Proficient,Developing,1175,11211,"Biology, Calculus AB, English Language and Composition, Government and Politics: United States, Human Geography, Spanish Literature, Studio Art: 2-D Design, Studio Art: 3-D Design, Studio Art: Drawing, United States History","Art History, Biology, English Language and Composition, Spanish Language, United States History",11211
219,14K477,School for Legal Studies,High School,Developing,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.812,2.31,2.14,Developing,Developing,Developing,Developing,Proficient,1176,11211,"Calculus AB, Chemistry, English Language and Composition, United States History",N/A,11211
220,14K478,"The High School for Enterprise, Business and Technology",High School,N/A,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.79,2.46,2.41,N/A,N/A,N/A,N/A,N/A,1302,11211,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, Environmental Science, Spanish Language, Spanish Literature, Statistics, United States History, World History",N/A,11211
221,14K488,Brooklyn Preparatory High School,High School,Proficient,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.722,2.39,2.21,Proficient,Developing,Proficient,Proficient,Well Developed,1163,11211,"Calculus AB, Chemistry, English Language and Composition, European History, United States History",N/A,11211
222,14K558,Williamsburg High School for Architecture and Design,High School,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.732,2.35,2.26,N/A,N/A,N/A,N/A,N/A,1249,11211,"Calculus AB, English Language and Composition, Human Geography, Spanish Language, United States History",N/A,11211
223,14K561,Williamsburg Preparatory School,High School,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,0.696,2.57,2.44,N/A,N/A,N/A,N/A,N/A,1236,11211,"Calculus AB, English Language and Composition, English Literature and Composition, Human Geography, Spanish Language, Statistics, United States History",N/A,11211
224,14K586,Lyons Community School,High School,Proficient,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.814,2.21,2.01,Proficient,Developing,Proficient,Proficient,Proficient,1105,11206,N/A,N/A,11206
225,14K610,Automotive High School,High School,Developing,Not Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.702,2.15,2.11,Developing,Developing,Developing,Developing,Developing,1065,11222,"English Literature and Composition, Environmental Science, Studio Art: Drawing, World History","Biology, Calculus AB, Physics B",11222
226,14K614,Young Women's Leadership School of Brooklyn,High School,Well Developed,N/A,N/A,N/A,N/A,N/A,0.73,2.56,2.27,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,11206,N/A,N/A,11206
227,14K632,Frances Perkins Academy,High School,Proficient,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.88,2.16,2.03,Proficient,Developing,Developing,Proficient,Proficient,,11222,"English Language and Composition, United States History","English Language and Composition, United States History",11222
228,14K685,El Puente Academy for Peace and Justice,High School,N/A,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,0.72,2.26,2.13,N/A,N/A,N/A,N/A,N/A,1054,11211,N/A,N/A,11211
229,15K423,,,,,,,,,,,,,,,,,,11201,N/A,N/A,11201
230,15K429,Brooklyn School for Global Studies,High School,Proficient,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.731,2.31,2.14,Developing,Developing,Proficient,Proficient,Proficient,1113,11201,Statistics,N/A,11201
231,15K448,Brooklyn Secondary School for Collaborative Studies,High School,Well Developed,Approaching Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.657,2.50,2.20,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,1257,11231,N/A,N/A,11231
232,15K462,Secondary School for Law,High School,Proficient,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.769,2.48,2.26,Proficient,Proficient,Proficient,Proficient,Proficient,1212,11215,"Calculus AB, English Language and Composition, English Literature and Composition, Spanish Language, United States History",N/A,11215
233,15K463,Secondary School for Journalism,High School,Developing,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,Meeting Target,0.742,2.35,2.18,Proficient,Proficient,Developing,Developing,Developing,1201,11215,"English Literature and Composition, Government and Politics: Comparative",N/A,11215
234,15K464,Park Slope Collegiate,High School,Proficient,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.723,2.27,2.15,Proficient,Proficient,Proficient,Proficient,Proficient,1255,11215,N/A,N/A,11215
235,15K497,School for International Studies,High School,Proficient,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.726,2.40,2.28,Well Developed,Proficient,Well Developed,Proficient,Well Developed,1178,11201,"English Language and Composition, United States History",N/A,11201
236,15K519,Cobble Hill School of American Studies,High School,Proficient,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.79,2.28,2.11,Developing,Developing,Proficient,Proficient,Proficient,1190,11201,"Biology, English Language and Composition, English Literature and Composition, United States History, World History","Biology, Calculus AB",11201
237,15K592,Khalil Gibran International Academy,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.841,2.21,2.02,N/A,N/A,N/A,N/A,N/A,,11217,"Biology, Chemistry, English Literature and Composition, United States History, World History",N/A,11217
238,15K656,Brooklyn High School of the Arts,High School,Proficient,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.598,2.63,2.43,Proficient,Proficient,Proficient,Proficient,Proficient,1273,11217,"Calculus AB, Chemistry, English Literature and Composition, Music Theory, United States History, World History","Calculus AB, Chemistry",11217
239,15K667,Sunset Park High School,High School,Well Developed,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.773,2.27,2.16,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,1130,11232,Spanish Language,N/A,11232
240,15K684,Millennium Brooklyn HS,High School,Proficient,N/A,N/A,N/A,N/A,N/A,0.332,3.26,2.98,Proficient,Proficient,Proficient,Proficient,Proficient,,11215,"Chemistry, English Literature and Composition",N/A,11215
241,16K393,Frederick Douglass Academy IV Secondary School,High School,Proficient,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.771,2.19,2.02,Proficient,Proficient,Proficient,Proficient,Proficient,,11221,"English Language and Composition, United States History",French Language,11221
242,16K455,Boys and Girls High School,High School,Developing,Not Meeting Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,0.69,2.17,2.06,Developing,Developing,Developing,Proficient,Developing,1160,11213,"English Literature and Composition, Government and Politics: United States, United States History, World History",N/A,11213
243,16K498,Brooklyn High School for Law and Technology,High School,Proficient,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.792,2.34,2.17,Proficient,Proficient,Proficient,Proficient,Developing,1175,11221,"Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, United States History, World History","Biology, Calculus AB, Chemistry, English Literature and Composition, Government and Politics: United States, Physics B, Spanish Language",11221
244,16K594,Gotham Professional Arts Academy,High School,Proficient,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,0.734,2.30,2.11,Well Developed,Proficient,Well Developed,Well Developed,Proficient,1120,11233,N/A,N/A,11233
245,16K688,The Brooklyn Academy of Global Finance,High School,Developing,Approaching Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,0.703,2.19,2.08,Developing,Developing,Developing,Developing,Developing,1084,11221,N/A,N/A,11221
246,17K122,Pathways in Technology Early College High School (P-Tech),High School,Proficient,N/A,N/A,N/A,N/A,N/A,0.668,2.47,2.28,Proficient,Proficient,Developing,Well Developed,Proficient,,11213,N/A,N/A,11213
247,17K382,Academy for College Preparation and Career Exploration: A College Board School,High School,Proficient,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.711,2.27,2.15,Proficient,Proficient,Proficient,Proficient,Proficient,1168,11226,N/A,N/A,11226
248,17K408,Academy of Hospitality and Tourism,High School,Developing,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.801,2.23,2.02,Proficient,Developing,Developing,Proficient,Developing,1095,11226,N/A,N/A,11226
249,17K524,International High School at Prospect Heights,High School,Proficient,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.809,1.76,2.03,Proficient,Proficient,Proficient,Proficient,Proficient,992,11225,N/A,N/A,11225
250,17K528,The High School for Global Citizenship,High School,Proficient,Approaching Target,Meeting Target,Exceeding Target,Approaching Target,Approaching Target,0.727,2.22,2.07,Proficient,Proficient,Proficient,Proficient,Proficient,1134,11225,N/A,"Art History, Biology, Calculus AB, Chemistry, Computer Science A, Economics: Macro, Economics: Micro, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language, Government and Politics: United States, Physics B, Psychology, Spanish Language, Statistics, United States History, World History",11225
251,17K531,"School for Human Rights, The",High School,Proficient,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,0.843,2.30,2.15,Developing,Proficient,Proficient,Well Developed,Proficient,1099,11203,Calculus AB,Biology,11203
252,17K533,School for Democracy and  Leadership,High School,Proficient,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.791,2.28,2.15,Proficient,Developing,Developing,Well Developed,Proficient,1203,11203,"Psychology, United States History",N/A,11203
253,17K537,High School for Youth and Community Development at Erasmus,High School,Developing,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.79,2.18,2.05,Proficient,Developing,Developing,Developing,Developing,1123,11226,"English Literature and Composition, Statistics, World History",N/A,11226
254,17K539,High School for Service & Learning at Erasmus,High School,N/A,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.708,2.22,2.08,N/A,N/A,N/A,N/A,N/A,1144,11226,N/A,N/A,11226
255,17K543,"Science, Technology and Research Early College High School at Erasmus",High School,Well Developed,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,N/A,0.687,2.88,2.78,Proficient,Proficient,Well Developed,Well Developed,Well Developed,1362,11226,"English Language and Composition, English Literature and Composition",N/A,11226
256,17K546,High School for Public Service: Heroes  of Tomorrow,High School,N/A,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.716,2.81,2.67,N/A,N/A,N/A,N/A,N/A,1291,11203,"Biology, Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Statistics, United States History, World History",N/A,11203
257,17K547,Brooklyn Academy of Science and the Environment,High School,Proficient,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,0.74,2.31,2.23,Well Developed,Proficient,Proficient,Proficient,Proficient,1213,11225,"Biology, Calculus AB, English Language and Composition, English Literature and Composition",N/A,11225
258,17K548,Brooklyn School for Music & Theatre,High School,Developing,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.674,2.29,2.13,Developing,Developing,Proficient,Proficient,Proficient,1101,11225,"English Language and Composition, Government and Politics: United States, United States History",N/A,11225
259,17K590,Medgar Evers College Preparatory School,High School,Proficient,Meeting Target,Approaching Target,Approaching Target,Meeting Target,N/A,0.604,3.07,2.97,Well Developed,Proficient,Proficient,Well Developed,Proficient,1458,11225,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, French Language, Government and Politics: United States, Human Geography, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Spanish Language, Statistics, United States History, World History",N/A,11225
260,17K600,Clara Barton High School,High School,Developing,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.695,2.40,2.26,Developing,Developing,Developing,Proficient,Developing,1272,11225,"Biology, Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, European History, United States History, World History",N/A,11225
261,17K745,Brooklyn Institute for Liberal Arts,High School,N/A,N/A,N/A,N/A,N/A,N/A,0.824,2.25,2.05,N/A,N/A,N/A,N/A,N/A,,11203,N/A,N/A,11203
262,17K751,Academy for Health Careers,High School,Developing,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.899,2.36,2.18,Developing,Developing,Developing,Proficient,Proficient,1233,11213,N/A,N/A,11213
263,18K563,It Takes a Village Academy,High School,Well Developed,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.798,2.35,2.20,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,1106,11203,"Calculus AB, Chemistry, English Language and Composition, French Language, Government and Politics: United States, Physics B, Physics C: Electricity and Magnetism, Spanish Language, United States History, World History","Computer Science A, Physics B",11203
264,18K566,Brooklyn Generation School,High School,Proficient,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.748,2.25,2.09,Developing,Developing,Proficient,Proficient,Proficient,1088,11236,N/A,N/A,11236
265,18K567,Brooklyn Theatre Arts High School,High School,Proficient,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.777,2.26,2.08,Proficient,Developing,Proficient,Proficient,Proficient,1114,11236,N/A,N/A,11236
266,18K569,Kurt Hahn Expeditionary Learning School,High School,Proficient,Approaching Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,0.703,2.35,2.14,Proficient,Proficient,Proficient,Proficient,Proficient,1148,11203,N/A,N/A,11203
267,18K576,Victory Collegiate High School,High School,Well Developed,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,0.696,2.30,2.11,Proficient,Proficient,Well Developed,Well Developed,Well Developed,1089,11236,English Language and Composition,"Economics: Macro, English Literature and Composition, World History",11236
268,18K589,Arts & Media Preparatory Academy,High School,Proficient,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.625,2.29,2.07,Proficient,Proficient,Proficient,Proficient,Well Developed,1112,11203,N/A,N/A,11203
269,18K617,High School for Innovation in Advertising and Media,High School,Developing,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.724,2.24,2.10,Developing,Developing,Developing,Proficient,Proficient,1207,11236,"Environmental Science, Psychology",N/A,11236
270,18K629,Cultural Academy for the Arts and Sciences,High School,Developing,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.763,2.20,2.07,Developing,Developing,Developing,Developing,Developing,1115,11203,"Calculus AB, Chemistry, Psychology",Chemistry,11203
271,18K633,High School for Medical Professions,High School,Well Developed,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.831,2.50,2.31,Well Developed,Proficient,Proficient,Well Developed,Well Developed,1242,11236,"Biology, Calculus AB, Psychology",N/A,11236
272,18K637,Academy for Conservation and the Environment,High School,Proficient,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,0.668,2.28,2.12,Proficient,Proficient,Proficient,Proficient,Well Developed,1150,11236,"Calculus AB, English Literature and Composition","Biology, Chemistry, Economics: Macro, Economics: Micro, English Literature and Composition, Environmental Science, Human Geography",11236
273,18K642,Urban Action Academy,High School,Proficient,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.763,2.22,2.10,Proficient,Proficient,Developing,Proficient,Proficient,1118,11236,English Literature and Composition,N/A,11236
274,19K404,Academy for Young Writers,High School,Well Developed,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,0.684,2.58,2.17,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,1185,11208,"English Language and Composition, English Literature and Composition",N/A,11208
275,19K409,East New York Family Academy,High School,Proficient,Meeting Target,Meeting Target,Approaching Target,Approaching Target,N/A,0.722,2.57,2.60,Proficient,Developing,Proficient,Proficient,Proficient,1245,11207,"English Literature and Composition, Government and Politics: Comparative",N/A,11207
276,19K502,FDNY High School for Fire and Life Safety,High School,Proficient,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Meeting Target,0.756,2.16,2.06,Proficient,Proficient,Proficient,Proficient,Proficient,1092,11207,English Literature and Composition,N/A,11207
277,19K504,High School for Civil Rights,High School,Proficient,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.708,2.16,2.02,Well Developed,Well Developed,Proficient,Proficient,Well Developed,1084,11207,N/A,N/A,11207
278,19K507,Performing Arts and Technology High School,High School,Proficient,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,0.882,2.28,2.11,Well Developed,Proficient,Proficient,Proficient,Proficient,1082,11207,"Biology, Chemistry","English Literature and Composition, Government and Politics: United States",11207
279,19K510,World Academy for Total Community Health High School,High School,Developing,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.81,2.25,2.09,Proficient,Developing,Developing,Developing,Developing,1144,11207,Biology,N/A,11207
280,19K583,Multicultural High School,High School,Proficient,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,0.85,1.77,1.94,Proficient,Developing,Developing,Proficient,Proficient,949,11208,N/A,N/A,11208
281,19K615,Transit Tech Career and Technical Education High School,High School,Developing,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,0.695,2.28,2.19,Developing,Developing,Developing,Developing,Developing,1195,11208,"Calculus AB, Computer Science A, English Language and Composition, United States History, World History",N/A,11208
282,19K618,Academy of Innovative Technology,High School,Proficient,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.725,2.22,2.10,Proficient,Proficient,Proficient,Well Developed,Proficient,1139,11208,"English Literature and Composition, United States History",N/A,11208
283,19K639,Brooklyn Lab School,High School,Developing,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,0.743,2.22,2.07,Proficient,Developing,Developing,Proficient,Proficient,1116,11208,"Economics: Micro, English Literature and Composition, European History, Psychology, Statistics","Biology, Calculus AB, English Literature and Composition, United States History",11208
284,19K659,Cypress Hills Collegiate Preparatory School,High School,Developing,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,0.776,2.22,2.03,Proficient,Developing,Developing,Proficient,Proficient,1152,11208,"English Language and Composition, Government and Politics: United States, Psychology, Spanish Language, Statistics","Calculus AB, Chemistry, Economics: Macro, Economics: Micro, English Language and Composition, English Literature and Composition, Government and Politics: United States, Psychology, Spanish Language, Statistics, United States History",11208
285,19K660,W. H. Maxwell Career and Technical Education High School,High School,Proficient,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.795,2.09,1.97,Proficient,Proficient,Proficient,Proficient,Proficient,1034,11207,"English Literature and Composition, United States History",N/A,11207
286,19K683,"The School for Classics: An Academy of Thinkers, Writers and Peformers",High School,Well Developed,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,0.833,2.34,2.10,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,1090,11208,"Economics: Macro, English Literature and Composition, Government and Politics: United States, United States History, World History",N/A,11208
287,20K445,New Utrecht High School,High School,Proficient,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,0.624,2.41,2.48,Proficient,Developing,Developing,Proficient,Proficient,1353,11214,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Economics: Macro, Economics: Micro, English Language and Composition, Human Geography, Physics B, United States History, World History",N/A,11214
288,20K485,High School of  Telecommunication Arts and Technology,High School,N/A,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.688,2.58,2.58,N/A,N/A,N/A,N/A,N/A,1370,11220,"Biology, Calculus AB, Chemistry, English Language and Composition, Physics B, Spanish Language, Statistics, United States History, World History",N/A,11220
289,20K490,Fort Hamilton High School,High School,Developing,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,0.523,2.61,2.64,Developing,Developing,Developing,Proficient,Developing,1392,11209,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, English Language and Composition, English Literature and Composition, Environmental Science, Government and Politics: United States, Physics B, Psychology, Spanish Language, Studio Art: 2-D Design, Studio Art: Drawing, United States History, World History",N/A,11209
290,20K505,Franklin Delano Roosevelt High School,High School,Proficient,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,0.709,2.35,2.40,Proficient,Developing,Proficient,Proficient,Proficient,1345,11204,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Economics: Micro, English Literature and Composition, Physics B, Spanish Language, Statistics, United States History",N/A,11204
291,20K609,Urban Assembly School for Criminal Justice,High School,Proficient,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.816,2.58,2.36,Proficient,Proficient,Developing,Proficient,Proficient,1334,11204,"Biology, Calculus AB, Chemistry, English Literature and Composition",N/A,11204
292,21K337,International High School at Lafayette,High School,Proficient,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,0.817,1.74,2.30,Proficient,Proficient,Proficient,Proficient,Proficient,1057,11214,N/A,N/A,11214
293,21K344,Rachel Carson High School for Coastal Studies,High School,Proficient,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.704,2.46,2.31,Proficient,Developing,Proficient,Proficient,Proficient,1268,11224,"English Language and Composition, English Literature and Composition, Government and Politics: United States, Psychology",N/A,11224
294,21K348,High School of Sports Management,High School,Developing,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.748,2.22,2.13,Developing,Developing,Developing,Proficient,Proficient,1186,11214,"Calculus AB, English Language and Composition, World History",N/A,11214
295,21K410,Abraham Lincoln High School,High School,Proficient,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.611,2.45,2.36,Proficient,Developing,Proficient,Proficient,Well Developed,1269,11235,"Biology, Calculus AB, Calculus BC, Chinese Language and Culture, English Language and Composition, English Literature and Composition, Environmental Science, Government and Politics: United States, Psychology, Spanish Language, United States History, World History",N/A,11235
296,21K468,Kingsborough Early College School,High School,Well Developed,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,N/A,0.664,2.76,2.79,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,1393,11214,N/A,N/A,11214
297,21K525,Edward R. Murrow High School,High School,Proficient,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,0.454,2.73,2.71,Proficient,Developing,Proficient,Proficient,Developing,1443,11230,"Biology, Calculus AB, Calculus BC, Chemistry, Economics: Macro, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language, Government and Politics: United States, Human Geography, Music Theory, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Spanish Language, Spanish Literature, Statistics, United States History",N/A,11230
298,21K540,John Dewey High School,High School,Proficient,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.751,2.38,2.49,Proficient,Developing,Developing,Proficient,Developing,1312,11223,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, Economics: Macro, Economics: Micro, English Language and Composition, English Literature and Composition, European History, Government and Politics: United States, Physics B, Psychology, Spanish Language, Statistics, United States History, World History",N/A,11223
299,21K559,Life Academy High School for Film and Music,High School,Proficient,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,0.76,2.35,2.17,Proficient,Proficient,Proficient,Proficient,Proficient,1170,11214,N/A,"Biology, English Literature and Composition, European History, United States History, World History",11214
300,21K572,Expeditionary Learning School for Community Leaders,High School,Proficient,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,0.687,2.36,2.32,Proficient,Proficient,Well Developed,Proficient,Well Developed,1183,11214,"Art History, Biology, Calculus AB, Physics B",N/A,11214
301,21K620,William E. Grady Career and Technical Education High School,High School,Proficient,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,0.782,2.20,2.12,Proficient,Developing,Developing,Well Developed,Developing,1146,11235,"English Literature and Composition, United States History",N/A,11235
302,21K690,Brooklyn Studio Secondary School,High School,Developing,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,Meeting Target,0.597,2.61,2.47,Proficient,Developing,Developing,Developing,Developing,1338,11214,"English Literature and Composition, United States History",N/A,11214
303,22K405,Midwood High School,High School,Proficient,Meeting Target,Approaching Target,Meeting Target,Meeting Target,N/A,0.437,3.06,3.05,Proficient,Proficient,Proficient,Proficient,Proficient,1561,11210,"Biology, Calculus AB, Calculus BC, Chemistry, Economics: Macro, English Literature and Composition, Environmental Science, European History, French Language, Government and Politics: United States, Human Geography, Physics B, Physics C: Mechanics, Psychology, Spanish Language, Statistics, United States History, World History",N/A,11210
304,22K425,James Madison High School,High School,Proficient,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,0.518,2.63,2.59,Developing,Developing,Proficient,Well Developed,Proficient,1428,11229,"Biology, Calculus AB, Calculus BC, Chemistry, Computer Science A, Economics: Macro, Economics: Micro, English Language and Composition, English Literature and Composition, Government and Politics: United States, Spanish Language, Statistics, United States History, World History",N/A,11229
305,22K535,Leon M. Goldstein High School for the Sciences,High School,N/A,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,N/A,0.337,3.32,3.31,N/A,N/A,N/A,N/A,N/A,1679,11235,"Biology, Calculus AB, Calculus BC, Economics: Micro, English Literature and Composition, Spanish Language, Statistics, Studio Art: Drawing, United States History, World History",N/A,11235
306,22K555,Brooklyn College Academy,High School,Well Developed,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,N/A,0.557,3.13,2.89,Well Developed,Well Developed,Proficient,Well Developed,Proficient,1492,11218,,,11218
307,23K493,Brooklyn Collegiate: A College Board School,High School,Proficient,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,0.747,2.24,2.08,Proficient,Developing,Proficient,Proficient,Proficient,1152,11233,"Biology, English Literature and Composition, Studio Art: Drawing",N/A,11233
308,23K514,Frederick Douglass Academy VII High School,High School,N/A,Approaching Target,Approaching Target,Approaching Target,Exceeding Target,Approaching Target,0.752,2.28,2.13,N/A,N/A,N/A,N/A,N/A,1126,11212,"Art History, English Literature and Composition, Physics C: Mechanics, United States History",N/A,11212
309,23K644,Eagle Academy for Young Men II,High School,Proficient,N/A,N/A,N/A,N/A,N/A,0.73,2.28,2.06,Proficient,Developing,Proficient,Well Developed,Proficient,,11233,N/A,N/A,11233
310,23K697,Teachers Preparatory High School,High School,Developing,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,0.701,2.34,2.18,Developing,Developing,Developing,Developing,Proficient,1212,11212,"Calculus AB, English Literature and Composition, United States History",N/A,11212
