,boro_nm,ofns_desc,latitude,longitude,zip,law_category,date
349750,QUEENS,HARRASSMENT 2,40.754965,-73.946354,11101,VIOLATION,2022-09-01
349756,BROOKLYN,OFF. AGNST PUB ORD SENSBLTY &,40.73193,-73.958768,11222,MISDEMEANOR,2022-09-01
349757,MANHATTAN,GRAND LARCENY,40.789593,-73.929984,10035,FELONY,2022-09-02
349764,BROOKLYN,HARRASSMENT 2,40.635082,-73.887719,11236,VIOLATION,2022-09-03
349766,QUEENS,GRAND LARCENY,40.75259,-73.855615,11368,FELONY,2022-09-01
349770,BROOKLYN,OFFENSES AGAINST THE PERSON,40.69845013,-73.98571156,11251,MISDEMEANOR,2022-09-04
349777,BROOKLYN,PETIT LARCENY,40.64919,-73.945043,11203,MISDEMEANOR,2022-09-01
349778,MANHATTAN,PETIT LARCENY,40.721316,-74.000257,10003,MISDEMEANOR,2022-09-04
349779,QUEENS,VEHICLE AND TRAFFIC LAWS,40.658146,-73.753476,11413,MISDEMEANOR,2022-09-03
349781,MANHATTAN,GRAND LARCENY,40.781819,-73.947322,10128,FELONY,2022-09-02
349782,MANHATTAN,HARRASSMENT 2,40.74673,-73.978437,10016,VIOLATION,2022-09-01
349783,BRONX,OFF. AGNST PUB ORD SENSBLTY &,40.855771,-73.792029,10464,MISDEMEANOR,2022-09-03
349784,BROOKLYN,HARRASSMENT 2,40.659495,-73.949047,11225,VIOLATION,2022-09-02
349785,BROOKLYN,OFF. AGNST PUB ORD SENSBLTY &,40.685927,-73.940077,11221,MISDEMEANOR,2022-09-01
349793,STATEN ISLAND,HARRASSMENT 2,40.625353,-74.159473,10303,VIOLATION,2022-09-02
349794,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.71846165,-73.95280371,11211,MISDEMEANOR,2022-09-03
349797,BRONX,CRIMINAL MISCHIEF & RELATED OF,40.864716,-73.905256,10468,FELONY,2022-09-02
349799,MANHATTAN,PETIT LARCENY,40.725881,-74.00388,10012,MISDEMEANOR,2022-09-03
349800,BROOKLYN,PETIT LARCENY,40.610931,-73.920761,11234,MISDEMEANOR,2022-09-03
349801,QUEENS,GRAND LARCENY,40.777726,-73.824889,11357,FELONY,2022-09-02
349808,MANHATTAN,PETIT LARCENY,40.708296,-74.017012,10280,MISDEMEANOR,2022-09-03
349809,QUEENS,PETIT LARCENY,40.732847,-73.863882,11373,MISDEMEANOR,2022-09-01
349811,BROOKLYN,PETIT LARCENY,40.619435,-73.999845,11228,MISDEMEANOR,2022-09-01
349812,BRONX,CRIMINAL MISCHIEF & RELATED OF,40.812944,-73.888952,10474,MISDEMEANOR,2022-09-02
349814,STATEN ISLAND,PETIT LARCENY,40.64322,-74.075921,10301,MISDEMEANOR,2022-09-04
349817,MANHATTAN,VEHICLE AND TRAFFIC LAWS,40.719659,-73.984775,10002,MISDEMEANOR,2022-09-01
349818,BRONX,PETIT LARCENY,40.82307,-73.828092,10465,MISDEMEANOR,2022-09-02
349819,BROOKLYN,PETIT LARCENY,40.732217,-73.951953,11222,MISDEMEANOR,2022-09-03
349821,BRONX,ASSAULT 3 & RELATED OFFENSES,40.818027,-73.916026,10455,MISDEMEANOR,2022-09-02
349823,BROOKLYN,OFF. AGNST PUB ORD SENSBLTY &,40.677233,-73.905577,11233,MISDEMEANOR,2022-09-03
349824,BRONX,SEX CRIMES,40.8229123084767,-73.8700413043181,10473,MISDEMEANOR,2022-09-01
349827,BRONX,VEHICLE AND TRAFFIC LAWS,40.89945323,-73.84514441,10466,MISDEMEANOR,2022-09-02
349828,QUEENS,GRAND LARCENY,40.770369,-73.894218,11370,FELONY,2022-09-02
349831,MANHATTAN,PETIT LARCENY,40.795005,-73.936137,10029,MISDEMEANOR,2022-09-02
349836,BRONX,OFF. AGNST PUB ORD SENSBLTY &,40.889543,-73.898945,10463,MISDEMEANOR,2022-09-02
349838,MANHATTAN,PETIT LARCENY,40.728996,-73.995437,10012,MISDEMEANOR,2022-09-02
349841,QUEENS,POSSESSION OF STOLEN PROPERTY,40.7579465,-73.78670193,11358,MISDEMEANOR,2022-09-03
349849,BROOKLYN,HARRASSMENT 2,40.681129,-73.976103,11217,VIOLATION,2022-09-01
349850,QUEENS,MISCELLANEOUS PENAL LAW,40.751,-73.738063,11362,FELONY,2022-09-02
349853,QUEENS,FORGERY,40.76979283,-73.91682747,11102,FELONY,2022-09-01
349855,BROOKLYN,HARRASSMENT 2,40.667213,-73.893643,11207,VIOLATION,2022-09-01
349866,STATEN ISLAND,OFFENSES AGAINST PUBLIC ADMINI,40.520805,-74.207028,10309,MISDEMEANOR,2022-09-03
349871,STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,40.61592889,-74.08741476,10304,MISDEMEANOR,2022-09-01
349876,QUEENS,ROBBERY,40.701004,-73.786109,11433,FELONY,2022-09-02
349877,BRONX,PETIT LARCENY,40.812633,-73.915093,10455,MISDEMEANOR,2022-09-03
349879,QUEENS,DANGEROUS DRUGS,40.700421,-73.808208,11434,FELONY,2022-09-02
349881,BROOKLYN,PETIT LARCENY,40.612098,-73.955039,11230,MISDEMEANOR,2022-09-03
349882,MANHATTAN,BURGLARY,40.750423,-73.98928,10001,FELONY,2022-09-02
349887,QUEENS,PETIT LARCENY,40.687348,-73.754472,11412,MISDEMEANOR,2022-09-01
349888,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.83156784,-73.94298126,10032,MISDEMEANOR,2022-09-02
349889,QUEENS,PETIT LARCENY,40.677251,-73.826039,11420,MISDEMEANOR,2022-09-01
349892,BROOKLYN,PETIT LARCENY,40.643706,-74.011775,11220,MISDEMEANOR,2022-09-04
349895,BRONX,CRIMINAL MISCHIEF & RELATED OF,40.883518,-73.890758,10463,MISDEMEANOR,2022-09-03
349897,QUEENS,PETIT LARCENY,40.7471,-73.883841,11373,MISDEMEANOR,2022-09-03
349898,MANHATTAN,PETIT LARCENY,40.756635,-73.98837,10036,MISDEMEANOR,2022-09-02
349904,MANHATTAN,BURGLARY,40.718446,-73.996756,10013,FELONY,2022-09-02
349905,BRONX,HARRASSMENT 2,40.846522,-73.789932,10464,VIOLATION,2022-09-02
349906,BRONX,FELONY ASSAULT,40.8565767275976,-73.8438936779283,10469,FELONY,2022-09-02
349909,QUEENS,ADMINISTRATIVE CODE,40.71347115,-73.75925283,11412,VIOLATION,2022-09-03
349911,QUEENS,PETIT LARCENY,40.724729,-73.888026,11378,MISDEMEANOR,2022-09-01
349912,BROOKLYN,HARRASSMENT 2,40.58327014,-73.96004915,11235,VIOLATION,2022-09-02
349913,MANHATTAN,PETIT LARCENY,40.737624,-73.99244,10035,MISDEMEANOR,2022-09-01
349915,MANHATTAN,PETIT LARCENY,40.763334,-73.977913,10019,MISDEMEANOR,2022-09-03
349917,BROOKLYN,PETIT LARCENY,40.645353,-74.004683,11220,MISDEMEANOR,2022-09-02
349920,QUEENS,ROBBERY,40.586595,-73.802867,12692,FELONY,2022-09-03
349921,BRONX,CRIMINAL MISCHIEF & RELATED OF,40.819494,-73.8914,10459,MISDEMEANOR,2022-09-01
349925,BROOKLYN,PETIT LARCENY,40.590491,-73.970687,11223,MISDEMEANOR,2022-09-01
349926,MANHATTAN,BURGLARY,40.807258,-73.936371,10035,FELONY,2022-09-02
349930,MANHATTAN,MURDER & NON-NEGL. MANSLAUGHTER,40.7342,-73.989341,10003,FELONY,2022-09-01
349931,BROOKLYN,OFF. AGNST PUB ORD SENSBLTY &,40.625799,-74.022674,11209,MISDEMEANOR,2022-09-03
349932,STATEN ISLAND,HARRASSMENT 2,40.569278,-74.115713,10306,VIOLATION,2022-09-02
349935,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.806635,-73.936826,10035,MISDEMEANOR,2022-09-02
349936,STATEN ISLAND,GRAND LARCENY,40.55499,-74.161756,10308,FELONY,2022-09-04
349937,BRONX,GRAND LARCENY,40.813975,-73.82425,10465,FELONY,2022-09-01
349938,BROOKLYN,GRAND LARCENY,40.668403,-73.996494,11231,FELONY,2022-09-03
349939,QUEENS,GRAND LARCENY,40.708316,-73.818128,11435,FELONY,2022-09-01
349940,QUEENS,GRAND LARCENY OF MOTOR VEHICLE,40.75888031,-73.93009931,11106,FELONY,2022-09-01
349941,MANHATTAN,GRAND LARCENY,40.773335,-73.988123,10023,FELONY,2022-09-01
349942,BROOKLYN,PETIT LARCENY,40.633363,-73.939049,11210,MISDEMEANOR,2022-09-01
349943,QUEENS,INTOXICATED & IMPAIRED DRIVING,40.72556286,-73.83836166,11375,MISDEMEANOR,2022-09-03
349945,MANHATTAN,PETIT LARCENY,40.71889,-74.002315,10003,MISDEMEANOR,2022-09-03
349950,MANHATTAN,HARRASSMENT 2,40.709489,-73.996139,10038,VIOLATION,2022-09-01
349958,BRONX,OFF. AGNST PUB ORD SENSBLTY &,40.886289,-73.878578,10468,MISDEMEANOR,2022-09-03
349963,BROOKLYN,INTOXICATED & IMPAIRED DRIVING,40.69798138,-73.91255699,11237,MISDEMEANOR,2022-09-03
349964,MANHATTAN,HARRASSMENT 2,40.72413626,-73.99260409,10002,VIOLATION,2022-09-02
349968,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.75219043,-73.99346359,10122,MISDEMEANOR,2022-09-03
349969,MANHATTAN,PETIT LARCENY,40.715224,-74.008589,10007,MISDEMEANOR,2022-09-03
349972,BROOKLYN,DANGEROUS DRUGS,40.664419,-73.932923,11213,FELONY,2022-09-01
349975,BRONX,CRIMINAL MISCHIEF & RELATED OF,40.82433058,-73.87436932,10472,FELONY,2022-09-02
349977,QUEENS,VEHICLE AND TRAFFIC LAWS,40.76960487,-73.91138349,11105,MISDEMEANOR,2022-09-03
349978,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.650041,-74.003389,11232,MISDEMEANOR,2022-09-04
349982,BROOKLYN,FELONY ASSAULT,40.664121282631,-73.9477648403751,11225,FELONY,2022-09-03
349983,MANHATTAN,GRAND LARCENY,40.7535327012632,-73.9945368920152,10018,FELONY,2022-09-02
349988,MANHATTAN,PETIT LARCENY,40.740088,-73.97929,10016,MISDEMEANOR,2022-09-02
349989,BROOKLYN,HARRASSMENT 2,40.655857,-73.942878,11203,VIOLATION,2022-09-03
349990,MANHATTAN,PETIT LARCENY,40.752378,-73.973274,10035,MISDEMEANOR,2022-09-02
349991,BRONX,PETIT LARCENY,40.84966857,-73.90801287,10453,MISDEMEANOR,2022-09-01
349992,MANHATTAN,MISCELLANEOUS PENAL LAW,40.840775,-73.936253,10032,FELONY,2022-09-01
349993,BROOKLYN,PETIT LARCENY,40.691137,-73.946913,11216,MISDEMEANOR,2022-09-03
349994,QUEENS,VEHICLE AND TRAFFIC LAWS,40.76454249,-73.86978916,11369,MISDEMEANOR,2022-09-01
349995,MANHATTAN,PETIT LARCENY,40.728981,-74.000813,10012,MISDEMEANOR,2022-09-02
349997,MANHATTAN,GRAND LARCENY,40.741961,-74.000916,10011,FELONY,2022-09-01
349998,MANHATTAN,PETIT LARCENY,40.82138169,-73.95413257,10031,MISDEMEANOR,2022-09-02
350006,BRONX,PETIT LARCENY,40.825832,-73.857802,10473,MISDEMEANOR,2022-09-01
350007,BRONX,HARRASSMENT 2,40.838853,-73.910303,10457,VIOLATION,2022-09-03
350008,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.617141,-74.030665,11209,MISDEMEANOR,2022-09-02
350010,MANHATTAN,PETIT LARCENY,40.849581,-73.934348,10033,MISDEMEANOR,2022-09-02
350012,MANHATTAN,DANGEROUS DRUGS,40.73066902,-73.99885262,10012,MISDEMEANOR,2022-09-01
350014,QUEENS,HARRASSMENT 2,40.764338,-73.878984,11369,VIOLATION,2022-09-01
350015,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.643275,-73.948276,11226,FELONY,2022-09-03
350017,BRONX,ASSAULT 3 & RELATED OFFENSES,40.817821,-73.864992,10473,MISDEMEANOR,2022-09-03
350019,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.720609,-73.764517,11423,MISDEMEANOR,2022-09-02
350020,STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,40.614774,-74.083046,10304,MISDEMEANOR,2022-09-02
350021,QUEENS,POSSESSION OF STOLEN PROPERTY,40.69616874,-73.80449088,11435,FELONY,2022-09-03
350022,STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,40.612543,-74.129686,10314,FELONY,2022-09-02
350023,STATEN ISLAND,OFFENSES INVOLVING FRAUD,40.638095,-74.128978,10302,MISDEMEANOR,2022-09-02
350025,BROOKLYN,PETIT LARCENY,40.643706,-74.011775,11220,MISDEMEANOR,2022-09-03
350026,BRONX,VEHICLE AND TRAFFIC LAWS,40.86780422,-73.86250409,10467,MISDEMEANOR,2022-09-02
350028,QUEENS,PETIT LARCENY,40.759921,-73.830311,11435,MISDEMEANOR,2022-09-03
350032,BRONX,HARRASSMENT 2,40.851276,-73.895176,10457,VIOLATION,2022-09-02
350033,BROOKLYN,GRAND LARCENY,40.688596,-73.985072,11201,FELONY,2022-09-01
350035,BROOKLYN,MISCELLANEOUS PENAL LAW,40.605436,-73.975339,11223,FELONY,2022-09-03
350036,BRONX,MISCELLANEOUS PENAL LAW,40.838797,-73.869173,10460,FELONY,2022-09-03
350038,MANHATTAN,VEHICLE AND TRAFFIC LAWS,40.72709504,-73.99155386,10003,MISDEMEANOR,2022-09-03
350041,BROOKLYN,FELONY ASSAULT,40.6281697437036,-73.9413587834752,11210,FELONY,2022-09-01
350043,QUEENS,PETIT LARCENY,40.703871,-73.798848,11432,MISDEMEANOR,2022-09-03
350046,MANHATTAN,CRIMINAL TRESPASS,40.75945,-73.975484,10022,MISDEMEANOR,2022-09-01
350048,BROOKLYN,HARRASSMENT 2,40.67330172,-73.90391208,11212,VIOLATION,2022-09-01
350050,QUEENS,HARRASSMENT 2,40.741451,-73.884338,11373,VIOLATION,2022-09-01
350052,MANHATTAN,HARRASSMENT 2,40.795048,-73.969643,10025,VIOLATION,2022-09-01
350060,BRONX,GRAND LARCENY OF MOTOR VEHICLE,40.837319,-73.870014,10460,FELONY,2022-09-02
350062,QUEENS,GRAND LARCENY,40.760838,-73.874918,11369,FELONY,2022-09-02
350063,MANHATTAN,FELONY ASSAULT,40.81591307653,-73.9451493066481,10030,FELONY,2022-09-03
350065,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.71167819,-73.96495717,11211,MISDEMEANOR,2022-09-01
350069,BROOKLYN,BURGLARY,40.694534,-73.993361,11201,FELONY,2022-09-03
350071,BRONX,BURGLARY,40.851111,-73.906315,10453,FELONY,2022-09-02
350074,BROOKLYN,HARRASSMENT 2,40.63481,-73.884452,11236,VIOLATION,2022-09-02
350078,BRONX,OFFENSES AGAINST PUBLIC ADMINI,40.81892,-73.887162,10474,MISDEMEANOR,2022-09-03
350080,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.685484,-73.868887,11208,MISDEMEANOR,2022-09-01
350085,BROOKLYN,PETIT LARCENY,40.660192,-73.998305,11232,MISDEMEANOR,2022-09-01
350087,QUEENS,PETIT LARCENY,40.767181,-73.926893,11102,MISDEMEANOR,2022-09-03
350091,BROOKLYN,HARRASSMENT 2,40.683291,-73.974852,11217,VIOLATION,2022-09-03
350094,BROOKLYN,PETIT LARCENY,40.580142,-73.998801,11224,MISDEMEANOR,2022-09-02
350097,BRONX,ASSAULT 3 & RELATED OFFENSES,40.832259,-73.900091,10456,MISDEMEANOR,2022-09-03
350099,BRONX,FELONY ASSAULT,40.8873136344706,-73.8472717577564,10466,FELONY,2022-09-02
350100,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.72383,-73.882694,11379,FELONY,2022-09-01
350102,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.598764,-73.937234,11229,MISDEMEANOR,2022-09-01
350103,BROOKLYN,GRAND LARCENY OF MOTOR VEHICLE,40.694344,-73.983292,11201,FELONY,2022-09-04
350104,MANHATTAN,PETIT LARCENY,40.767055,-73.969928,10065,MISDEMEANOR,2022-09-03
350110,MANHATTAN,PETIT LARCENY,40.777247,-73.986346,10069,MISDEMEANOR,2022-09-01
350117,BRONX,VEHICLE AND TRAFFIC LAWS,40.84473733,-73.89934898,10457,MISDEMEANOR,2022-09-03
350119,BRONX,MISCELLANEOUS PENAL LAW,40.886958,-73.864311,10466,FELONY,2022-09-01
350123,BRONX,ROBBERY,40.85108177,-73.89478854,10457,FELONY,2022-09-02
350124,STATEN ISLAND,DANGEROUS DRUGS,40.623889,-74.076571,10304,MISDEMEANOR,2022-09-01
350128,MANHATTAN,DANGEROUS DRUGS,40.744607,-74.00084,10011,MISDEMEANOR,2022-09-01
350129,QUEENS,GRAND LARCENY,40.795189,-73.921364,10454,FELONY,2022-09-03
350130,BRONX,HARRASSMENT 2,40.827964,-73.850116,10462,VIOLATION,2022-09-03
350131,MANHATTAN,FELONY ASSAULT,40.7650240788333,-73.9848359497083,10019,FELONY,2022-09-03
350133,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.632011,-73.91091,11236,MISDEMEANOR,2022-09-01
350135,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.651036,-73.945238,11203,MISDEMEANOR,2022-09-01
350137,BRONX,ASSAULT 3 & RELATED OFFENSES,40.8535983673823,-73.9005768807295,10457,MISDEMEANOR,2022-09-02
350138,BROOKLYN,FELONY ASSAULT,40.6902236041959,-73.9602785860011,11205,FELONY,2022-09-02
350141,STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,40.64095251,-74.16917319,10303,MISDEMEANOR,2022-09-03
350147,MANHATTAN,VEHICLE AND TRAFFIC LAWS,40.75228073,-73.98969188,10018,MISDEMEANOR,2022-09-02
350149,QUEENS,GRAND LARCENY OF MOTOR VEHICLE,40.700343,-73.907829,11385,FELONY,2022-09-01
350153,BROOKLYN,INTOXICATED & IMPAIRED DRIVING,40.57919963,-73.98193915,11224,MISDEMEANOR,2022-09-02
350154,QUEENS,ROBBERY,40.751475,-73.822031,11355,FELONY,2022-09-03
350156,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.582569,-73.960583,11235,MISDEMEANOR,2022-09-01
350161,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.811802,-73.938326,10037,MISDEMEANOR,2022-09-01
350162,MANHATTAN,PETIT LARCENY,40.814706,-73.942277,10030,MISDEMEANOR,2022-09-03
350163,BRONX,OFF. AGNST PUB ORD SENSBLTY &,40.85943,-73.893513,10458,MISDEMEANOR,2022-09-02
350164,BROOKLYN,PETIT LARCENY,40.634782,-73.914405,11236,MISDEMEANOR,2022-09-02
350168,BRONX,FELONY ASSAULT,40.8441566000203,-73.9006054489734,10457,FELONY,2022-09-02
350169,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.78447508,-73.96721547,10024,MISDEMEANOR,2022-09-01
350170,QUEENS,PETIT LARCENY,40.734478,-73.868013,11373,MISDEMEANOR,2022-09-03
350172,BRONX,PETIT LARCENY,40.822622,-73.930942,10451,MISDEMEANOR,2022-09-03
350173,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.763398,-73.979025,10105,FELONY,2022-09-04
350176,BRONX,DANGEROUS DRUGS,40.84810425,-73.90155956,10457,MISDEMEANOR,2022-09-01
350187,MANHATTAN,PETIT LARCENY,40.747431,-73.983201,10016,MISDEMEANOR,2022-09-03
350188,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.59996,-73.94615,11223,MISDEMEANOR,2022-09-02
350189,MANHATTAN,GRAND LARCENY,40.802621,-73.951104,10026,FELONY,2022-09-02
350190,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.743605,-73.982816,10016,FELONY,2022-09-01
350191,BRONX,BURGLARY,40.826103,-73.904607,10456,FELONY,2022-09-02
350193,QUEENS,HARRASSMENT 2,40.771061,-73.910906,11105,VIOLATION,2022-09-02
350197,BROOKLYN,HARRASSMENT 2,40.718563,-73.94058,11211,VIOLATION,2022-09-02
350199,MANHATTAN,HARRASSMENT 2,40.79791776,-73.96384631,10025,VIOLATION,2022-09-03
350200,QUEENS,HARRASSMENT 2,40.771235,-73.901358,11105,VIOLATION,2022-09-01
350201,BROOKLYN,OFF. AGNST PUB ORD SENSBLTY &,40.70044416,-73.95075717,11206,MISDEMEANOR,2022-09-01
350204,BROOKLYN,PETIT LARCENY,40.609441,-73.987825,11204,MISDEMEANOR,2022-09-01
350205,MANHATTAN,GRAND LARCENY,40.72307737,-73.97647779,10009,FELONY,2022-09-03
350207,BRONX,PETIT LARCENY,40.829371,-73.824999,10465,MISDEMEANOR,2022-09-02
350208,BRONX,FELONY ASSAULT,40.8873136344706,-73.8472717577564,10466,FELONY,2022-09-01
350209,MANHATTAN,GRAND LARCENY,40.7622265,-73.96818664,10022,FELONY,2022-09-02
350213,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.647118,-73.904539,11236,MISDEMEANOR,2022-09-03
350214,BROOKLYN,GRAND LARCENY OF MOTOR VEHICLE,40.649141,-74.007959,11220,FELONY,2022-09-01
350216,BROOKLYN,GRAND LARCENY OF MOTOR VEHICLE,40.72170505,-73.95064766,11211,FELONY,2022-09-02
350217,QUEENS,OFFENSES AGAINST PUBLIC ADMINI,40.6799807384666,-73.7762339071953,11412,MISDEMEANOR,2022-09-02
350219,BRONX,ASSAULT 3 & RELATED OFFENSES,40.821049,-73.921921,10451,MISDEMEANOR,2022-09-03
350220,BRONX,PETIT LARCENY,40.817703,-73.915395,10455,MISDEMEANOR,2022-09-01
350223,BROOKLYN,OFF. AGNST PUB ORD SENSBLTY &,40.607166,-73.995592,11214,MISDEMEANOR,2022-09-04
350224,BRONX,FELONY ASSAULT,40.8222710411331,-73.911697780277,10451,FELONY,2022-09-03
350225,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.734319,-73.987483,10003,MISDEMEANOR,2022-09-01
350230,BROOKLYN,DANGEROUS WEAPONS,40.676869,-74.00664,11231,FELONY,2022-09-02
350232,BRONX,CRIMINAL MISCHIEF & RELATED OF,40.814856,-73.919899,10451,FELONY,2022-09-03
350237,BRONX,ROBBERY,40.83852165,-73.92618483,10452,FELONY,2022-09-03
350238,BROOKLYN,HARRASSMENT 2,40.682005,-73.9972,11231,VIOLATION,2022-09-01
350239,BROOKLYN,FELONY ASSAULT,40.5766459780433,-73.9764803960699,11224,FELONY,2022-09-03
350240,MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,40.811743,-73.950861,10027,MISDEMEANOR,2022-09-04
350241,MANHATTAN,HARRASSMENT 2,40.76437,-73.992016,10019,VIOLATION,2022-09-03
350245,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.713031,-73.957576,11211,MISDEMEANOR,2022-09-02
350248,BROOKLYN,HARRASSMENT 2,40.663561,-73.922839,11212,VIOLATION,2022-09-02
350257,QUEENS,FELONY ASSAULT,40.6027762300781,-73.7501173648331,11691,FELONY,2022-09-01
350258,QUEENS,HARRASSMENT 2,40.747434,-73.826093,11435,VIOLATION,2022-09-03
350259,STATEN ISLAND,PETIT LARCENY,40.627414,-74.076089,10301,MISDEMEANOR,2022-09-04
350262,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.756419,-73.868318,11368,MISDEMEANOR,2022-09-02
350268,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.608173,-74.001513,11204,FELONY,2022-09-01
350269,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.649285,-73.897909,11236,MISDEMEANOR,2022-09-03
350278,QUEENS,OFF. AGNST PUB ORD SENSBLTY &,40.733423,-73.885837,11373,MISDEMEANOR,2022-09-02
350279,BRONX,GRAND LARCENY OF MOTOR VEHICLE,40.833784,-73.851532,10462,FELONY,2022-09-01
350280,MANHATTAN,GRAND LARCENY,40.803557,-73.952282,10039,FELONY,2022-09-02
350282,BRONX,ASSAULT 3 & RELATED OFFENSES,40.886289,-73.878578,10468,MISDEMEANOR,2022-09-02
350283,MANHATTAN,HARRASSMENT 2,40.774764,-73.986295,10023,VIOLATION,2022-09-01
350290,BROOKLYN,OTHER OFFENSES RELATED TO THEF,40.70635,-73.9225,11385,MISDEMEANOR,2022-09-02
350291,BROOKLYN,HARRASSMENT 2,40.670553,-73.89164,11207,VIOLATION,2022-09-01
350293,MANHATTAN,FELONY ASSAULT,40.7338967584511,-74.0053958373447,10014,FELONY,2022-09-03
350294,BRONX,HARRASSMENT 2,40.833555,-73.891137,10460,VIOLATION,2022-09-03
350296,BRONX,SEX CRIMES,40.8873136344706,-73.8472717577564,10466,FELONY,2022-09-03
350297,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.617214,-74.027943,11209,MISDEMEANOR,2022-09-04
350302,MANHATTAN,GRAND LARCENY,40.8009303727402,-73.9410982410066,10035,FELONY,2022-09-03
350304,BROOKLYN,OFFENSES AGAINST PUBLIC ADMINI,40.667213,-73.893643,11207,MISDEMEANOR,2022-09-03
350305,BROOKLYN,PETIT LARCENY,40.631588,-74.004657,11219,MISDEMEANOR,2022-09-01
350306,QUEENS,BURGLARY,40.733765,-73.720744,11426,FELONY,2022-09-03
350309,MANHATTAN,FELONY ASSAULT,40.8512131676868,-73.9352160519866,10033,FELONY,2022-09-03
350310,STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,40.531854,-74.176984,10312,MISDEMEANOR,2022-09-02
350317,MANHATTAN,RAPE,40.7426636084461,-73.9980491084798,10011,FELONY,2022-09-04
350320,BROOKLYN,PETIT LARCENY,40.606815,-73.959806,11229,MISDEMEANOR,2022-09-01
350323,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.798939,-73.92991,10035,MISDEMEANOR,2022-09-02
350324,MANHATTAN,PETIT LARCENY,40.804726,-73.956095,10026,MISDEMEANOR,2022-09-04
350326,BROOKLYN,FELONY ASSAULT,40.6581577535544,-74.0004411548878,11232,FELONY,2022-09-02
350327,MANHATTAN,PETIT LARCENY,40.769141,-73.958116,10021,MISDEMEANOR,2022-09-03
350330,QUEENS,BURGLARY,40.758525,-73.927078,11106,FELONY,2022-09-02
350332,BRONX,ASSAULT 3 & RELATED OFFENSES,40.855228,-73.881138,10458,MISDEMEANOR,2022-09-03
350337,BRONX,DANGEROUS DRUGS,40.856046,-73.904763,10453,FELONY,2022-09-01
350339,MANHATTAN,THEFT OF SERVICES,40.75595054,-73.99072724,10036,MISDEMEANOR,2022-09-01
350340,QUEENS,SEX CRIMES,40.7072398161698,-73.7927267255908,11432,MISDEMEANOR,2022-09-01
350341,MANHATTAN,GRAND LARCENY,40.789593,-73.929984,10035,FELONY,2022-09-03
350343,MANHATTAN,PETIT LARCENY,40.741214,-73.989823,10035,MISDEMEANOR,2022-09-01
350348,BROOKLYN,PETIT LARCENY,40.614846,-73.99451,11204,MISDEMEANOR,2022-09-02
350351,BROOKLYN,PETIT LARCENY,40.590853,-73.975487,11223,MISDEMEANOR,2022-09-02
350353,BRONX,DANGEROUS DRUGS,40.823492,-73.858616,10470,FELONY,2022-09-02
350354,BRONX,FELONY ASSAULT,40.8307223277672,-73.8271260588639,10465,FELONY,2022-09-03
350357,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.597613,-73.93161,11229,FELONY,2022-09-02
350359,MANHATTAN,DANGEROUS DRUGS,40.744607,-74.00084,10011,MISDEMEANOR,2022-09-03
350360,BRONX,ROBBERY,40.807174,-73.927248,10454,FELONY,2022-09-01
350363,MANHATTAN,FELONY ASSAULT,40.7204418884676,-74.0067439741913,10005,FELONY,2022-09-03
350364,BRONX,BURGLARY,40.814761,-73.925108,10451,FELONY,2022-09-01
350367,BROOKLYN,PETIT LARCENY,40.684637,-73.974101,11217,MISDEMEANOR,2022-09-01
