,boro_nm,ofns_desc,latitude,longitude,zip,law_category,date
374586,BROOKLYN,PETIT LARCENY,40.651837,-73.929887,11203,MISDEMEANOR,2022-09-14
374587,QUEENS,PETIT LARCENY,40.75051675,-73.85156851,11368,MISDEMEANOR,2022-09-15
374588,QUEENS,FELONY ASSAULT,40.682398279333,-73.8400721577516,11417,FELONY,2022-09-16
374589,QUEENS,HARRASSMENT 2,40.742551,-73.885022,11373,VIOLATION,2022-09-19
374590,MANHATTAN,CRIMINAL TRESPASS,40.816049,-73.954319,10027,MISDEMEANOR,2022-09-15
374591,MANHATTAN,HARRASSMENT 2,40.76348471,-73.98894651,10019,VIOLATION,2022-09-14
374592,BROOKLYN,HARRASSMENT 2,40.667127,-73.866977,11208,VIOLATION,2022-09-15
374593,BRONX,PETIT LARCENY,40.893068,-73.896621,10471,MISDEMEANOR,2022-09-18
374594,MANHATTAN,PETIT LARCENY,40.795051,-73.974816,10025,MISDEMEANOR,2022-09-13
374595,BROOKLYN,SEX CRIMES,40.6984738177025,-73.917768981221,11237,MISDEMEANOR,2022-09-16
374596,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.693521,-73.923969,11221,MISDEMEANOR,2022-09-18
374597,BROOKLYN,GRAND LARCENY,40.685946,-73.994173,11201,FELONY,2022-09-16
374598,BRONX,HARRASSMENT 2,40.828854,-73.911592,10456,VIOLATION,2022-09-12
374599,BRONX,HARRASSMENT 2,40.813742,-73.807181,10465,VIOLATION,2022-09-18
374600,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.75099899,-73.9487997,11101,MISDEMEANOR,2022-09-13
374601,MANHATTAN,ROBBERY,40.754112,-73.99021,10018,FELONY,2022-09-20
374602,BRONX,GRAND LARCENY,40.848733,-73.917882,10453,FELONY,2022-09-16
374603,QUEENS,DANGEROUS DRUGS,40.755434,-73.943421,11101,MISDEMEANOR,2022-09-17
374604,QUEENS,PETIT LARCENY,40.708572,-73.799763,11432,MISDEMEANOR,2022-09-14
374605,QUEENS,MISCELLANEOUS PENAL LAW,40.685894,-73.813608,11419,FELONY,2022-09-18
374606,BROOKLYN,GRAND LARCENY,40.669415,-73.950543,11235,FELONY,2022-09-20
374607,BROOKLYN,HARRASSMENT 2,40.662585,-73.993974,11232,VIOLATION,2022-09-14
374608,BRONX,HARRASSMENT 2,40.880387,-73.899278,10463,VIOLATION,2022-09-13
374609,QUEENS,PETIT LARCENY,40.692778,-73.855128,11421,MISDEMEANOR,2022-09-18
374610,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.670456,-73.90557,11212,MISDEMEANOR,2022-09-12
374611,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.743515,-73.979733,10016,MISDEMEANOR,2022-09-12
374612,QUEENS,GRAND LARCENY OF MOTOR VEHICLE,40.709331,-73.897308,11385,FELONY,2022-09-15
374613,MANHATTAN,HARRASSMENT 2,40.752256,-73.991557,10018,VIOLATION,2022-09-17
374614,BROOKLYN,PETIT LARCENY,40.690714,-73.966351,11205,MISDEMEANOR,2022-09-18
374615,MANHATTAN,PETIT LARCENY,40.744047,-74.004963,10011,MISDEMEANOR,2022-09-19
374616,MANHATTAN,PETIT LARCENY,40.750423,-73.98928,10001,MISDEMEANOR,2022-09-20
374617,BRONX,PETIT LARCENY,40.816972,-73.921152,10451,MISDEMEANOR,2022-09-13
374618,BRONX,GRAND LARCENY,40.850164,-73.854618,10461,FELONY,2022-09-14
374619,QUEENS,HARRASSMENT 2,40.767136,-73.937727,11106,VIOLATION,2022-09-17
374620,BROOKLYN,HARRASSMENT 2,40.605443,-73.976286,11223,VIOLATION,2022-09-18
374621,BRONX,HARRASSMENT 2,40.857414,-73.902346,10453,VIOLATION,2022-09-14
374622,BROOKLYN,HARRASSMENT 2,40.689664,-73.930397,11221,VIOLATION,2022-09-19
374623,BROOKLYN,PETIT LARCENY,40.617679,-73.93211,11234,MISDEMEANOR,2022-09-18
374624,MANHATTAN,PETIT LARCENY,40.707145,-74.004529,10004,MISDEMEANOR,2022-09-20
374625,QUEENS,OFFENSES INVOLVING FRAUD,40.706931,-73.805544,11432,MISDEMEANOR,2022-09-19
374626,BROOKLYN,HARRASSMENT 2,40.674153,-73.938938,11213,VIOLATION,2022-09-17
374627,QUEENS,DANGEROUS DRUGS,40.75091584,-73.87316154,11372,FELONY,2022-09-20
374628,BRONX,CRIMINAL MISCHIEF & RELATED OF,40.82718465,-73.85309214,10472,FELONY,2022-09-17
374629,BROOKLYN,OFF. AGNST PUB ORD SENSBLTY &,40.681404,-73.927256,11233,MISDEMEANOR,2022-09-16
374630,QUEENS,HARRASSMENT 2,40.600516,-73.766005,11691,VIOLATION,2022-09-19
374631,MANHATTAN,PETIT LARCENY,40.740151,-73.994805,10019,MISDEMEANOR,2022-09-17
374632,BRONX,FORGERY,40.843537,-73.911821,10453,FELONY,2022-09-13
374633,MANHATTAN,HARRASSMENT 2,40.765336,-73.989454,10019,VIOLATION,2022-09-16
374634,MANHATTAN,SEX CRIMES,40.7535327012632,-73.9945368920152,10018,MISDEMEANOR,2022-09-13
374635,BROOKLYN,PETIT LARCENY,40.63417,-74.023701,11209,MISDEMEANOR,2022-09-20
374636,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.745987,-73.829239,11355,MISDEMEANOR,2022-09-18
374637,BRONX,ASSAULT 3 & RELATED OFFENSES,40.883119,-73.861372,10467,MISDEMEANOR,2022-09-13
374638,MANHATTAN,PETIT LARCENY,40.826093,-73.950695,10031,MISDEMEANOR,2022-09-14
374639,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.691623,-73.986302,11201,MISDEMEANOR,2022-09-17
374640,MANHATTAN,POSSESSION OF STOLEN PROPERTY,40.78654135,-73.95043349,10029,MISDEMEANOR,2022-09-17
374641,MANHATTAN,GRAND LARCENY,40.77363,-73.979698,10023,FELONY,2022-09-15
374642,MANHATTAN,PETIT LARCENY,40.716074,-73.987128,10002,MISDEMEANOR,2022-09-15
374643,MANHATTAN,HARRASSMENT 2,40.858989,-73.930738,10040,VIOLATION,2022-09-15
374644,MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,40.75603526,-73.98694809,10036,MISDEMEANOR,2022-09-14
374645,QUEENS,MISCELLANEOUS PENAL LAW,40.67935104,-73.750341,11413,FELONY,2022-09-17
374646,QUEENS,BURGLARY,40.746436,-73.890879,11373,FELONY,2022-09-15
374647,QUEENS,PETIT LARCENY,40.690112,-73.841943,11416,MISDEMEANOR,2022-09-13
374648,MANHATTAN,PETIT LARCENY,40.782817,-73.980642,10024,MISDEMEANOR,2022-09-18
374649,QUEENS,HARRASSMENT 2,40.68902,-73.834358,11419,VIOLATION,2022-09-13
374650,MANHATTAN,PETIT LARCENY,40.7824518600123,-73.9658782689495,10021,MISDEMEANOR,2022-09-20
374651,BROOKLYN,PETIT LARCENY,40.674853,-73.875733,11208,MISDEMEANOR,2022-09-20
374652,BRONX,HARRASSMENT 2,40.821302,-73.904623,10456,VIOLATION,2022-09-17
374653,BROOKLYN,HARRASSMENT 2,40.633374,-73.953454,11210,VIOLATION,2022-09-14
374654,QUEENS,SEX CRIMES,40.6027762300781,-73.7501173648331,11691,MISDEMEANOR,2022-09-18
374655,MANHATTAN,FORGERY,40.83866785,-73.93665073,10032,FELONY,2022-09-16
374656,BROOKLYN,FELONY ASSAULT,40.6807856126343,-73.9744751162161,11217,FELONY,2022-09-19
374657,QUEENS,GRAND LARCENY OF MOTOR VEHICLE,40.746728,-73.864303,11368,FELONY,2022-09-16
374658,MANHATTAN,GRAND LARCENY,40.767408,-73.981684,10019,FELONY,2022-09-16
374659,BRONX,ROBBERY,40.825541,-73.873684,10472,FELONY,2022-09-19
374660,BRONX,GRAND LARCENY OF MOTOR VEHICLE,40.849118,-73.923363,10453,FELONY,2022-09-20
374661,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.61568,-74.010443,11228,MISDEMEANOR,2022-09-13
374662,QUEENS,GRAND LARCENY,40.738804,-73.96067,11109,FELONY,2022-09-15
374663,BROOKLYN,DANGEROUS WEAPONS,40.70986,-73.943617,11206,MISDEMEANOR,2022-09-15
374664,BRONX,HARRASSMENT 2,40.8828621313214,-73.9035744897024,10463,VIOLATION,2022-09-15
374665,BROOKLYN,RAPE,40.6711300016904,-73.9135020552048,11212,FELONY,2022-09-15
374666,QUEENS,PETIT LARCENY,40.697044,-73.78031,11433,MISDEMEANOR,2022-09-15
374667,QUEENS,PETIT LARCENY,40.719111,-73.870039,11379,MISDEMEANOR,2022-09-17
374668,QUEENS,VEHICLE AND TRAFFIC LAWS,40.75968835,-73.77182079,11361,MISDEMEANOR,2022-09-15
374669,STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,40.55606108,-74.20314939,10312,MISDEMEANOR,2022-09-14
374670,BROOKLYN,HARRASSMENT 2,40.622001,-73.968108,11230,VIOLATION,2022-09-14
374671,MANHATTAN,HARRASSMENT 2,40.743515,-73.979733,10016,VIOLATION,2022-09-19
374672,BROOKLYN,FELONY ASSAULT,40.6713598203364,-73.8818110231735,11208,FELONY,2022-09-16
374673,MANHATTAN,DANGEROUS DRUGS,40.80322391,-73.94459845,10035,MISDEMEANOR,2022-09-15
374674,MANHATTAN,HARRASSMENT 2,40.790592,-73.939361,10029,VIOLATION,2022-09-13
374675,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.827693,-73.942643,10031,MISDEMEANOR,2022-09-17
374676,QUEENS,PETIT LARCENY,40.701075,-73.891196,11418,MISDEMEANOR,2022-09-12
374677,MANHATTAN,GRAND LARCENY,40.749982,-73.995071,10199,FELONY,2022-09-18
374678,QUEENS,DANGEROUS DRUGS,40.71752381,-73.88422767,11379,FELONY,2022-09-13
374679,QUEENS,BURGLARY,40.673116,-73.729086,11422,FELONY,2022-09-16
374680,BRONX,OFF. AGNST PUB ORD SENSBLTY &,40.821694,-73.860656,10473,MISDEMEANOR,2022-09-17
374681,BROOKLYN,FELONY ASSAULT,40.6984738177025,-73.917768981221,11237,FELONY,2022-09-15
374682,QUEENS,OFFENSES AGAINST PUBLIC ADMINI,40.713004,-73.876593,11379,MISDEMEANOR,2022-09-19
374683,BRONX,ASSAULT 3 & RELATED OFFENSES,40.808266,-73.926448,10454,MISDEMEANOR,2022-09-17
374684,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.602249,-73.751834,11691,MISDEMEANOR,2022-09-13
374685,BRONX,CRIMINAL MISCHIEF & RELATED OF,40.82723824,-73.84994841,10462,MISDEMEANOR,2022-09-12
374686,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.685207,-73.834688,11416,MISDEMEANOR,2022-09-15
374687,BRONX,MISCELLANEOUS PENAL LAW,40.825296,-73.916145,10451,FELONY,2022-09-14
374688,BRONX,OFFENSES RELATED TO CHILDREN,40.823622,-73.88858,10459,MISDEMEANOR,2022-09-16
374689,BRONX,ASSAULT 3 & RELATED OFFENSES,40.841511,-73.84712,10461,MISDEMEANOR,2022-09-15
374690,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.71157,-73.76819,11423,MISDEMEANOR,2022-09-18
374691,MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,40.811804,-73.954903,10027,MISDEMEANOR,2022-09-20
374692,QUEENS,PETIT LARCENY,40.781885,-73.918863,11105,MISDEMEANOR,2022-09-15
374693,QUEENS,HARRASSMENT 2,40.702435,-73.803364,11433,VIOLATION,2022-09-19
374694,QUEENS,PETIT LARCENY,40.685318,-73.8514,11416,MISDEMEANOR,2022-09-15
374695,MANHATTAN,GRAND LARCENY,40.73283,-73.991197,10003,FELONY,2022-09-17
374696,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.78845,-73.939372,10029,MISDEMEANOR,2022-09-13
374697,BRONX,GRAND LARCENY OF MOTOR VEHICLE,40.855921,-73.895794,10457,FELONY,2022-09-14
374698,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.675142,-73.922632,11233,MISDEMEANOR,2022-09-12
374699,QUEENS,HARRASSMENT 2,40.737293,-73.86361,11368,VIOLATION,2022-09-17
374700,BRONX,PETIT LARCENY,40.854612,-73.832039,10461,MISDEMEANOR,2022-09-19
374701,MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,40.799045,-73.947642,10029,MISDEMEANOR,2022-09-18
374702,MANHATTAN,VEHICLE AND TRAFFIC LAWS,40.713579,-73.995942,10002,MISDEMEANOR,2022-09-15
374703,QUEENS,HARRASSMENT 2,40.754089,-73.940828,11101,VIOLATION,2022-09-18
374704,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.659413,-73.913933,11212,MISDEMEANOR,2022-09-13
374705,BROOKLYN,FELONY ASSAULT,40.6744956865259,-73.9305713255961,11213,FELONY,2022-09-19
374706,QUEENS,PETIT LARCENY,40.67255,-73.730937,11422,MISDEMEANOR,2022-09-15
374707,BRONX,CRIMINAL MISCHIEF & RELATED OF,40.851384,-73.857756,10461,MISDEMEANOR,2022-09-20
374708,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.668591,-73.889724,11208,MISDEMEANOR,2022-09-15
374709,BRONX,HARRASSMENT 2,40.82201184,-73.85826303,10470,VIOLATION,2022-09-17
374710,MANHATTAN,HARRASSMENT 2,40.713377,-73.982368,10002,VIOLATION,2022-09-20
374711,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.675551,-73.939929,11213,MISDEMEANOR,2022-09-14
374712,MANHATTAN,PETIT LARCENY,40.826093,-73.950695,10031,MISDEMEANOR,2022-09-14
374713,BRONX,VEHICLE AND TRAFFIC LAWS,40.84517748,-73.91415982,10468,MISDEMEANOR,2022-09-17
374714,BROOKLYN,ROBBERY,40.66879784,-73.93112014,11234,FELONY,2022-09-13
374715,BROOKLYN,DANGEROUS DRUGS,40.668137,-73.978893,11216,MISDEMEANOR,2022-09-17
374716,QUEENS,SEX CRIMES,40.7072398161698,-73.7927267255908,11432,MISDEMEANOR,2022-09-19
374717,BROOKLYN,HARRASSMENT 2,40.640645,-73.945575,11226,VIOLATION,2022-09-18
374718,MANHATTAN,PETIT LARCENY,40.740088,-73.97929,10016,MISDEMEANOR,2022-09-13
374719,BRONX,DANGEROUS DRUGS,40.850286,-73.901507,10457,MISDEMEANOR,2022-09-14
374720,QUEENS,HARRASSMENT 2,40.6874,-73.759951,11412,VIOLATION,2022-09-16
374721,QUEENS,PETIT LARCENY,40.741349,-73.88165,11373,MISDEMEANOR,2022-09-13
374722,MANHATTAN,GRAND LARCENY,40.783411,-73.981067,10024,FELONY,2022-09-15
374723,QUEENS,BURGLARY,40.754133,-73.831687,11355,FELONY,2022-09-12
374724,BROOKLYN,SEX CRIMES,40.6744956865259,-73.9305713255961,11213,MISDEMEANOR,2022-09-18
374725,BRONX,OFFENSES AGAINST PUBLIC ADMINI,40.84902,-73.919863,10453,MISDEMEANOR,2022-09-14
374726,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.681083,-74.007181,11231,FELONY,2022-09-15
374727,BRONX,ROBBERY,40.837517,-73.854952,10462,FELONY,2022-09-15
374728,MANHATTAN,OFFENSES AGAINST PUBLIC ADMINI,40.735495,-73.981025,10003,MISDEMEANOR,2022-09-18
374729,MANHATTAN,GRAND LARCENY,40.807435,-73.94573,10027,FELONY,2022-09-12
374730,BRONX,ASSAULT 3 & RELATED OFFENSES,40.82446,-73.924026,10451,MISDEMEANOR,2022-09-17
374731,MANHATTAN,GRAND LARCENY,40.75219043,-73.99346359,10122,FELONY,2022-09-14
374732,MANHATTAN,GRAND LARCENY,40.741935,-73.99722,10001,FELONY,2022-09-15
374733,BRONX,ROBBERY,40.822374,-73.896369,10459,FELONY,2022-09-17
374734,BROOKLYN,HARRASSMENT 2,40.69114,-73.921033,11221,VIOLATION,2022-09-16
374735,BROOKLYN,HARRASSMENT 2,40.655532,-73.884096,11207,VIOLATION,2022-09-18
374736,BROOKLYN,INTOXICATED & IMPAIRED DRIVING,40.665667,-73.866154,11208,MISDEMEANOR,2022-09-18
374737,QUEENS,GRAND LARCENY,40.59871989,-73.76599713,11691,FELONY,2022-09-18
374738,MANHATTAN,HARRASSMENT 2,40.791406,-73.940318,10029,VIOLATION,2022-09-16
374739,QUEENS,HARRASSMENT 2,40.752003,-73.935872,11101,VIOLATION,2022-09-15
374740,BRONX,BURGLARY,40.823325,-73.882273,10472,FELONY,2022-09-19
374741,BROOKLYN,MISCELLANEOUS PENAL LAW,40.66775,-73.957575,11225,FELONY,2022-09-14
374742,QUEENS,FELONY ASSAULT,40.682398279333,-73.8400721577516,11417,FELONY,2022-09-17
374743,BROOKLYN,PETIT LARCENY,40.718949,-73.963195,11249,MISDEMEANOR,2022-09-14
374744,MANHATTAN,FORGERY,40.80505732,-73.93903422,10035,FELONY,2022-09-16
374745,QUEENS,FELONY ASSAULT,40.682398279333,-73.8400721577516,11417,FELONY,2022-09-18
374746,BRONX,ASSAULT 3 & RELATED OFFENSES,40.825173,-73.888892,10459,MISDEMEANOR,2022-09-16
374747,BROOKLYN,ROBBERY,40.600509,-73.95162,11235,FELONY,2022-09-17
374748,BRONX,OFF. AGNST PUB ORD SENSBLTY &,40.862359,-73.892542,10458,MISDEMEANOR,2022-09-13
374749,QUEENS,PETIT LARCENY,40.74593,-73.892163,11377,MISDEMEANOR,2022-09-14
374750,BROOKLYN,GRAND LARCENY,40.577896,-73.960099,11235,FELONY,2022-09-14
374751,MANHATTAN,PETIT LARCENY,40.770109,-73.964551,10021,MISDEMEANOR,2022-09-19
374752,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.72423529,-73.99778483,10003,FELONY,2022-09-14
374753,QUEENS,HARRASSMENT 2,40.671111,-73.813438,11420,VIOLATION,2022-09-12
374754,QUEENS,HARRASSMENT 2,40.68063,-73.842932,11417,VIOLATION,2022-09-17
374755,BRONX,OFF. AGNST PUB ORD SENSBLTY &,40.902128,-73.903562,10471,MISDEMEANOR,2022-09-13
374756,BROOKLYN,SEX CRIMES,40.6713598203364,-73.8818110231735,11208,FELONY,2022-09-12
374757,BRONX,HARRASSMENT 2,40.828847,-73.851899,10472,VIOLATION,2022-09-14
374758,MANHATTAN,PETIT LARCENY,40.72986175,-73.99143444,10003,MISDEMEANOR,2022-09-19
374759,BROOKLYN,PETIT LARCENY,40.678319,-73.973281,11217,MISDEMEANOR,2022-09-20
374760,BRONX,FELONY ASSAULT,40.8162058439227,-73.8960011932583,10459,FELONY,2022-09-20
374761,MANHATTAN,PETIT LARCENY,40.73283,-73.991197,10003,MISDEMEANOR,2022-09-20
374762,BRONX,SEX CRIMES,40.8103518634571,-73.924942325642,10454,MISDEMEANOR,2022-09-16
374763,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.698357,-73.779661,11433,MISDEMEANOR,2022-09-12
374764,QUEENS,HARRASSMENT 2,40.76042,-73.884356,11370,VIOLATION,2022-09-14
374765,MANHATTAN,SEX CRIMES,40.7160120119955,-73.9973320301008,10013,MISDEMEANOR,2022-09-15
374766,MANHATTAN,SEX CRIMES,40.8009303727402,-73.9410982410066,10035,MISDEMEANOR,2022-09-17
374767,BRONX,ROBBERY,40.833927,-73.905425,10456,FELONY,2022-09-18
374768,MANHATTAN,PETIT LARCENY,40.759585,-73.980656,10111,MISDEMEANOR,2022-09-15
374769,BROOKLYN,HARRASSMENT 2,40.640988,-73.972954,11218,VIOLATION,2022-09-16
374770,BRONX,PETIT LARCENY,40.830435,-73.871349,10472,MISDEMEANOR,2022-09-12
374771,QUEENS,PETIT LARCENY,40.690112,-73.841943,11416,MISDEMEANOR,2022-09-18
374772,BROOKLYN,GRAND LARCENY OF MOTOR VEHICLE,40.653038,-73.891911,11207,FELONY,2022-09-16
374773,BROOKLYN,GRAND LARCENY,40.69599993,-73.99824015,11201,FELONY,2022-09-17
374774,MANHATTAN,HARRASSMENT 2,40.74641698,-73.98183247,10016,VIOLATION,2022-09-14
374775,BRONX,PETIT LARCENY,40.866098,-73.888109,10458,MISDEMEANOR,2022-09-18
374776,BRONX,HARRASSMENT 2,40.837967,-73.886781,10460,VIOLATION,2022-09-16
374777,BRONX,DANGEROUS WEAPONS,40.889466,-73.857857,10466,FELONY,2022-09-13
374778,BROOKLYN,MISCELLANEOUS PENAL LAW,40.675784,-73.908141,11233,FELONY,2022-09-12
374779,QUEENS,GRAND LARCENY OF MOTOR VEHICLE,40.70719198,-73.91510216,11385,FELONY,2022-09-17
374780,BROOKLYN,ROBBERY,40.648588,-73.957012,11226,FELONY,2022-09-19
374781,BRONX,CRIMINAL MISCHIEF & RELATED OF,40.84497331,-73.90246777,10457,MISDEMEANOR,2022-09-13
374782,BROOKLYN,HARRASSMENT 2,40.667416,-73.923707,11233,VIOLATION,2022-09-15
374783,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.747721,-73.986837,10001,MISDEMEANOR,2022-09-13
374784,BROOKLYN,GRAND LARCENY,40.707337,-73.954779,11211,FELONY,2022-09-16
374785,BROOKLYN,GRAND LARCENY,40.706391,-73.954109,11211,FELONY,2022-09-19
374786,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.798116,-73.932393,10035,MISDEMEANOR,2022-09-13
374787,BRONX,ROBBERY,40.87211337,-73.88785272,10458,FELONY,2022-09-17
374788,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.767696,-73.914107,11103,MISDEMEANOR,2022-09-17
374789,MANHATTAN,PETIT LARCENY,40.729942,-73.97918,10009,MISDEMEANOR,2022-09-16
374790,BRONX,PETIT LARCENY,40.822622,-73.930942,10451,MISDEMEANOR,2022-09-16
374791,BRONX,ASSAULT 3 & RELATED OFFENSES,40.83175166,-73.89884104,10456,MISDEMEANOR,2022-09-14
374792,BROOKLYN,PETIT LARCENY,40.66470087,-73.87148356,11208,MISDEMEANOR,2022-09-16
374793,MANHATTAN,GRAND LARCENY,40.806651,-73.95564,10027,FELONY,2022-09-16
374794,BROOKLYN,THEFT-FRAUD,40.607237,-73.956064,11229,FELONY,2022-09-15
374795,BRONX,ASSAULT 3 & RELATED OFFENSES,40.886928,-73.852496,10466,MISDEMEANOR,2022-09-14
374796,QUEENS,ROBBERY,40.765643,-73.931288,11106,FELONY,2022-09-13
374797,BROOKLYN,HARRASSMENT 2,40.634085,-73.88926,11236,VIOLATION,2022-09-17
374798,BRONX,DANGEROUS WEAPONS,40.81426834,-73.91295332,10454,MISDEMEANOR,2022-09-15
374799,STATEN ISLAND,PETIT LARCENY,40.624418,-74.139774,10302,MISDEMEANOR,2022-09-14
374800,BRONX,FELONY ASSAULT,40.8307223277672,-73.8271260588639,10465,FELONY,2022-09-12
374801,BROOKLYN,HARRASSMENT 2,40.639961,-74.013877,11220,VIOLATION,2022-09-18
374802,BROOKLYN,BURGLARY,40.675406,-73.937461,11213,FELONY,2022-09-15
374803,BRONX,ASSAULT 3 & RELATED OFFENSES,40.832218,-73.906377,10456,MISDEMEANOR,2022-09-20
374804,BROOKLYN,PETIT LARCENY,40.668611,-73.868785,11208,MISDEMEANOR,2022-09-16
374805,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.693035,-73.928275,11221,FELONY,2022-09-19
374806,MANHATTAN,GRAND LARCENY,40.78319141,-73.98445121,10069,FELONY,2022-09-20
374807,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.71665612,-73.76913994,11423,FELONY,2022-09-20
374808,QUEENS,BURGLARY,40.704579,-73.909452,11385,FELONY,2022-09-19
374809,STATEN ISLAND,PETIT LARCENY,40.617013,-74.164344,10314,MISDEMEANOR,2022-09-18
374810,BRONX,OFFENSES INVOLVING FRAUD,40.86847568,-73.84240723,10469,MISDEMEANOR,2022-09-12
374811,QUEENS,PETIT LARCENY,40.729674,-73.82329,11435,MISDEMEANOR,2022-09-15
374812,QUEENS,FELONY ASSAULT,40.7072398161698,-73.7927267255908,11432,FELONY,2022-09-13
374813,STATEN ISLAND,CRIMINAL TRESPASS,40.582305,-74.169067,10314,MISDEMEANOR,2022-09-15
374814,BROOKLYN,GRAND LARCENY,40.644824,-74.015898,11220,FELONY,2022-09-17
374815,QUEENS,OFF. AGNST PUB ORD SENSBLTY &,40.744456,-73.888159,11373,MISDEMEANOR,2022-09-14
374816,BROOKLYN,PETIT LARCENY,40.694381,-73.987194,11201,MISDEMEANOR,2022-09-15
374817,BROOKLYN,VEHICLE AND TRAFFIC LAWS,40.69000506,-73.924128,11221,MISDEMEANOR,2022-09-18
374818,MANHATTAN,DANGEROUS DRUGS,40.752522,-73.993222,10122,FELONY,2022-09-16
374819,QUEENS,PETIT LARCENY,40.741451,-73.884338,11373,MISDEMEANOR,2022-09-13
374820,MANHATTAN,CRIMINAL TRESPASS,40.720636,-74.000264,10013,MISDEMEANOR,2022-09-20
374821,BRONX,ASSAULT 3 & RELATED OFFENSES,40.863714,-73.905676,10468,MISDEMEANOR,2022-09-19
374822,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.68876429,-73.80832037,11435,MISDEMEANOR,2022-09-17
374823,BRONX,GRAND LARCENY OF MOTOR VEHICLE,40.859062,-73.896076,10458,FELONY,2022-09-16
374824,MANHATTAN,PETIT LARCENY,40.849581,-73.934348,10033,MISDEMEANOR,2022-09-16
374825,QUEENS,MISCELLANEOUS PENAL LAW,40.765877,-73.831161,11354,FELONY,2022-09-15
374826,QUEENS,DANGEROUS DRUGS,40.74436194,-73.87878579,11373,FELONY,2022-09-17
374827,MANHATTAN,GRAND LARCENY,40.768081,-73.98239,10023,FELONY,2022-09-12
374828,BRONX,MISCELLANEOUS PENAL LAW,40.862207,-73.898924,10468,FELONY,2022-09-12
374829,STATEN ISLAND,HARRASSMENT 2,40.612582,-74.164379,10314,VIOLATION,2022-09-16
374830,STATEN ISLAND,HARRASSMENT 2,40.641699,-74.0843,10301,VIOLATION,2022-09-19
374831,BROOKLYN,OFF. AGNST PUB ORD SENSBLTY &,40.683604,-73.927701,11233,MISDEMEANOR,2022-09-20
374832,BRONX,PETIT LARCENY,40.818355,-73.907057,10456,MISDEMEANOR,2022-09-16
374833,MANHATTAN,HARRASSMENT 2,40.757308,-73.987878,10036,VIOLATION,2022-09-13
374834,BRONX,SEX CRIMES,40.8229123084767,-73.8700413043181,10473,MISDEMEANOR,2022-09-18
374835,MANHATTAN,PETIT LARCENY,40.753206,-73.989015,10018,MISDEMEANOR,2022-09-13
374836,MANHATTAN,GRAND LARCENY,40.733981,-73.989886,10003,FELONY,2022-09-14
374837,MANHATTAN,PETIT LARCENY,40.75446,-73.975974,10037,MISDEMEANOR,2022-09-13
374838,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.7632493,-73.88487016,11370,FELONY,2022-09-15
374839,BROOKLYN,GRAND LARCENY,40.630892,-74.00884,11219,FELONY,2022-09-20
374840,MANHATTAN,MISCELLANEOUS PENAL LAW,40.807639,-73.951162,10027,FELONY,2022-09-17
374841,BROOKLYN,OTHER OFFENSES RELATED TO THEF,40.65430947,-74.00441848,11232,MISDEMEANOR,2022-09-20
374842,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.811123,-73.936714,10037,MISDEMEANOR,2022-09-20
374843,MANHATTAN,SEX CRIMES,40.7163099917327,-73.9831660136947,10002,MISDEMEANOR,2022-09-17
374844,MANHATTAN,FELONY ASSAULT,40.8084177460021,-73.9524740603515,10027,FELONY,2022-09-17
374845,MANHATTAN,PETIT LARCENY,40.791873,-73.968245,10025,MISDEMEANOR,2022-09-16
374846,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.8512131676868,-73.9352160519866,10033,MISDEMEANOR,2022-09-13
374847,MANHATTAN,PETIT LARCENY,40.809573,-73.949746,10027,MISDEMEANOR,2022-09-12
